"polygon" "year" "index" "mean_annual" "mean_climatology" "sd_climatology" "anomaly" "standardized_anomaly"
"CLS" 1997 "PAAW" NA NA NA NA NA
"CLS" 1998 "PAAW" NA NA NA NA NA
"CLS" 1999 "PAAW" NA NA NA NA NA
"CLS" 2000 "PAAW" NA NA NA NA NA
"CLS" 2001 "PAAW" 473.112185836823 476.1357617223 2.63153004751158 -3.02357588547721 -1.14898018676867
"CLS" 2002 "PAAW" NA NA NA NA NA
"CLS" 2003 "PAAW" NA NA NA NA NA
"CLS" 2004 "PAAW" 473.85819829657 476.1357617223 2.63153004751158 -2.27756342573025 -0.865490184269015
"CLS" 2005 "PAAW" 474.495763119485 476.1357617223 2.63153004751158 -1.63999860281575 -0.623211049543805
"CLS" 2006 "PAAW" 473.988931127986 476.1357617223 2.63153004751158 -2.14683059431445 -0.815810785191121
"CLS" 2007 "PAAW" 475.165542293196 476.1357617223 2.63153004751158 -0.970219429104702 -0.368690234041659
"CLS" 2008 "PAAW" 481.570568719279 476.1357617223 2.63153004751158 5.4348069969783 2.06526503549429
"CLS" 2009 "PAAW" 476.742417343813 476.1357617223 2.63153004751158 0.606655621512175 0.230533419934094
"CLS" 2010 "PAAW" 476.553489706674 476.1357617223 2.63153004751158 0.417727984374039 0.158739583752445
"CLS" 2011 "PAAW" 474.037896251009 476.1357617223 2.63153004751158 -2.09786547129119 -0.797203692686299
"CLS" 2012 "PAAW" 479.606787953544 476.1357617223 2.63153004751158 3.47102623124402 1.319014477728
"CLS" 2013 "PAAW" 476.743384402559 476.1357617223 2.63153004751158 0.60762268025826 0.23090090908627
"CLS" 2014 "PAAW" 473.635328884901 476.1357617223 2.63153004751158 -2.50043283739922 -0.950182134444433
"CLS" 2015 "PAAW" 481.35756751685 476.1357617223 2.63153004751158 5.22180579454954 1.98432307451225
"CLS" 2016 "PAAW" 475.860039335755 476.1357617223 2.63153004751158 -0.275722386545397 -0.104776453837616
"CLS" 2017 "PAAW" NA NA NA NA NA
"CLS" 2018 "PAAW" 475.237556356828 476.1357617223 2.63153004751158 -0.898205365472336 -0.341324381350573
"CLS" 2019 "PAAW" 476.206530411535 476.1357617223 2.63153004751158 0.0707686892342281 0.0268926016258671
"CLS" 2020 "PAAW" NA NA NA NA NA
"CLS" 2021 "PAAW" NA NA NA NA NA
"CLS" 2022 "PAAW" 479.962688250407 476.1357617223 2.63153004751158 3.82692652810624 1.45425910364392
"CLS" 2023 "PAAW" 479.395057524303 476.1357617223 2.63153004751158 3.25929580200233 1.23855541953031
"CLS" 2024 "PAAW" 477.116999955907 476.1357617223 2.63153004751158 0.981238233606121 0.372877457558957
"GS" 1997 "PAAW" NA NA NA NA NA
"GS" 1998 "PAAW" NA NA NA NA NA
"GS" 1999 "PAAW" NA NA NA NA NA
"GS" 2000 "PAAW" NA NA NA NA NA
