"polygon" "year" "index" "mean_annual" "mean_climatology" "sd_climatology" "anomaly" "standardized_anomaly"
"CLS" 2017 "Annual_w_average" 2.20199843094703 1.11270690843635 0.468842691470751 1.08929152251068 2.32336248879895
"CLS" 2018 "Annual_w_average" 1.20903148380716 1.11270690843635 0.468842691470751 0.0963245753708115 0.205451801047902
"CLS" 2019 "Annual_w_average" 0.952669715753675 1.11270690843635 0.468842691470751 -0.160037192682674 -0.341345179511362
"CLS" 2020 "Annual_w_average" 0.902141693983974 1.11270690843635 0.468842691470751 -0.210565214452375 -0.449116981629457
"CLS" 2021 "Annual_w_average" 1.31180291565361 1.11270690843635 0.468842691470751 0.199096007217261 0.424654176847037
"CLS" 2022 "Annual_w_average" 1.44347796650206 1.11270690843635 0.468842691470751 0.330771058065711 0.705505415959644
"CLS" 2023 "Annual_w_average" 1.06537340853939 1.11270690843635 0.468842691470751 -0.0473334998969586 -0.100958169462926
"CLS" 2024 "Annual_w_average" 1.18341304147946 1.11270690843635 0.468842691470751 0.0707061330431114 0.150809929064496
"CLS" 1998 "Winter_w_average" 0.171273692908938 0.152148804448767 0.130743728519875 0.0191248884601713 0.146277673710858
"CLS" 1999 "Winter_w_average" 0.162081929689212 0.152148804448767 0.130743728519875 0.00993312524044526 0.0759740092537995
"CLS" 2000 "Winter_w_average" 0.148392491037577 0.152148804448767 0.130743728519875 -0.00375631341118973 -0.0287303525279127
"CLS" 2001 "Winter_w_average" 0.144881953295943 0.152148804448767 0.130743728519875 -0.00726685115282374 -0.0555808774546234
"CLS" 2002 "Winter_w_average" 0.237165308090893 0.152148804448767 0.130743728519875 0.0850165036421263 0.650253014845009
"CLS" 2003 "Winter_w_average" 0.105271342194456 0.152148804448767 0.130743728519875 -0.0468774622543107 -0.35854463372738
"CLS" 2004 "Winter_w_average" 0.0870957098550958 0.152148804448767 0.130743728519875 -0.065053094593671 -0.49756187413442
"CLS" 2005 "Winter_w_average" 0.0979517391255935 0.152148804448767 0.130743728519875 -0.0541970653231732 -0.414528986871706
"CLS" 2006 "Winter_w_average" 0.153765243371303 0.152148804448767 0.130743728519875 0.00161643892253627 0.0123634146037876
"CLS" 2007 "Winter_w_average" 0.176499283939166 0.152148804448767 0.130743728519875 0.0243504794903993 0.186245870192524
"CLS" 2008 "Winter_w_average" 0.0933194736030786 0.152148804448767 0.130743728519875 -0.0588293308456881 -0.449959103290718
"CLS" 2009 "Winter_w_average" 0.102692791449959 0.152148804448767 0.130743728519875 -0.0494560129988077 -0.378266809113445
"CLS" 2010 "Winter_w_average" 0.151075331592673 0.152148804448767 0.130743728519875 -0.00107347285609374 -0.00821051126693665
"CLS" 2011 "Winter_w_average" 0.171777673624986 0.152148804448767 0.130743728519875 0.0196288691762193 0.15013239562948
"CLS" 2012 "Winter_w_average" 0.0980669651767622 0.152148804448767 0.130743728519875 -0.0540818392720046 -0.413647674609365
"CLS" 2013 "Winter_w_average" 0.110328601741376 0.152148804448767 0.130743728519875 -0.0418202027073907 -0.319863929083477
"CLS" 2014 "Winter_w_average" 0.0857586352131807 0.152148804448767 0.130743728519875 -0.066390169235586 -0.507788556951652
"CLS" 2015 "Winter_w_average" 0.101101220406386 0.152148804448767 0.130743728519875 -0.0510475840423807 -0.390440020491083
"CLS" 2016 "Winter_w_average" 0.095359142947585 0.152148804448767 0.130743728519875 -0.0567896615011817 -0.434358589464188
"CLS" 2017 "Winter_w_average" 0.11486325336097 0.152148804448767 0.130743728519875 -0.0372855510877967 -0.285180417522885
"CLS" 2018 "Winter_w_average" 0.711898264953395 0.152148804448767 0.130743728519875 0.559749460504628 4.28127197259436
"CLS" 2019 "Winter_w_average" 0.103661056426129 0.152148804448767 0.130743728519875 -0.0484877480226377 -0.370860985620941
"CLS" 2020 "Winter_w_average" 0.0942662867771488 0.152148804448767 0.130743728519875 -0.057882517671618 -0.442717354988226
"CLS" 2021 "Winter_w_average" 0.150052029193361 0.152148804448767 0.130743728519875 -0.00209677525540575 -0.0160372912654621
"CLS" 2022 "Winter_w_average" 0.310257062227676 0.152148804448767 0.130743728519875 0.158108257778909 1.20929898182362
"CLS" 2023 "Winter_w_average" 0.155115993904406 0.152148804448767 0.130743728519875 0.00296718945563926 0.0226946981643421
"CLS" 2024 "Winter_w_average" 0.556250988502907 0.152148804448767 0.130743728519875 0.40410218405414 3.09079593054981
"CLS" 1998 "Spring_w_average" 1.01208729418351 1.53260596425864 0.635236948947385 -0.520518670075126 -0.819408680395005
"CLS" 1999 "Spring_w_average" 0.704357971465192 1.53260596425864 0.635236948947385 -0.828247992793444 -1.30384102210346
"CLS" 2000 "Spring_w_average" 0.840741584977569 1.53260596425864 0.635236948947385 -0.691864379281067 -1.08914379182054
"CLS" 2001 "Spring_w_average" 1.31723524953996 1.53260596425864 0.635236948947385 -0.215370714718676 -0.339039967803439
"CLS" 2002 "Spring_w_average" 1.17559242244263 1.53260596425864 0.635236948947385 -0.357013541816006 -0.562016334861492
"CLS" 2003 "Spring_w_average" 1.39693144853877 1.53260596425864 0.635236948947385 -0.135674515719866 -0.21358095738084
"CLS" 2004 "Spring_w_average" 1.19548116753849 1.53260596425864 0.635236948947385 -0.337124796720146 -0.530707159397413
"CLS" 2005 "Spring_w_average" 1.48837567014831 1.53260596425864 0.635236948947385 -0.0442302941103261 -0.0696280249182885
"CLS" 2006 "Spring_w_average" 1.65139386287612 1.53260596425864 0.635236948947385 0.118787898617484 0.186997779040279
"CLS" 2007 "Spring_w_average" 1.62614038936796 1.53260596425864 0.635236948947385 0.093534425109324 0.147243363699663
"CLS" 2008 "Spring_w_average" 1.31999731758035 1.53260596425864 0.635236948947385 -0.212608646678286 -0.334691876835231
"CLS" 2009 "Spring_w_average" 0.796308509353236 1.53260596425864 0.635236948947385 -0.7362974549054 -1.15909103858879
"CLS" 2010 "Spring_w_average" 1.37938705851691 1.53260596425864 0.635236948947385 -0.153218905741726 -0.241199612200796
"CLS" 2011 "Spring_w_average" 1.32514484480214 1.53260596425864 0.635236948947385 -0.207461119456496 -0.32658855849029
"CLS" 2012 "Spring_w_average" 1.84314944484408 1.53260596425864 0.635236948947385 0.310543480585444 0.488862433301507
"CLS" 2013 "Spring_w_average" 0.794014321023027 1.53260596425864 0.635236948947385 -0.738591643235609 -1.1627025859555
"CLS" 2014 "Spring_w_average" 1.87175258207309 1.53260596425864 0.635236948947385 0.339146617814454 0.533889941975879
"CLS" 2015 "Spring_w_average" 2.2827532629896 1.53260596425864 0.635236948947385 0.750147298730964 1.18089368065568
"CLS" 2016 "Spring_w_average" 3.05949891312505 1.53260596425864 0.635236948947385 1.52689294886641 2.403658904597
"CLS" 2017 "Spring_w_average" 3.13761564185642 1.53260596425864 0.635236948947385 1.60500967759778 2.52663148807284
"CLS" 2018 "Spring_w_average" 1.60740462474873 1.53260596425864 0.635236948947385 0.0747986604900939 0.117749228243159
"CLS" 2019 "Spring_w_average" 1.65085841481207 1.53260596425864 0.635236948947385 0.118252450553434 0.186154868272986
"CLS" 2020 "Spring_w_average" 1.25319651107029 1.53260596425864 0.635236948947385 -0.279409453188346 -0.439850757502912
"CLS" 2021 "Spring_w_average" 1.72161406006323 1.53260596425864 0.635236948947385 0.189008095804594 0.297539518313266
"CLS" 2022 "Spring_w_average" 1.95999045454815 1.53260596425864 0.635236948947385 0.427384490289514 0.672795389181483
"CLS" 2023 "Spring_w_average" 1.43189385404278 1.53260596425864 0.635236948947385 -0.100712110215856 -0.158542588529745
"CLS" 2024 "Spring_w_average" 1.49420212190431 1.53260596425864 0.635236948947385 -0.038403842354326 -0.0604559328892358
"CLS" 1998 "Summer_w_average" 0.637539289308446 0.68923550815422 0.401995925907775 -0.0516962188457737 -0.128598862610448
"CLS" 1999 "Summer_w_average" 0.430336817270015 0.68923550815422 0.401995925907775 -0.258898690884205 -0.64403312123019
"CLS" 2000 "Summer_w_average" 0.449564930669947 0.68923550815422 0.401995925907775 -0.239670577484273 -0.596201508617421
"CLS" 2001 "Summer_w_average" 0.656581822747912 0.68923550815422 0.401995925907775 -0.0326536854063076 -0.0812288963689621
"CLS" 2002 "Summer_w_average" 0.358521116908657 0.68923550815422 0.401995925907775 -0.330714391245563 -0.822680952546355
"CLS" 2003 "Summer_w_average" 0.417484349983817 0.68923550815422 0.401995925907775 -0.271751158170403 -0.676004756905788
"CLS" 2004 "Summer_w_average" 0.416931570339016 0.68923550815422 0.401995925907775 -0.272303937815204 -0.677379844584979
"CLS" 2005 "Summer_w_average" 0.964323517243125 0.68923550815422 0.401995925907775 0.275088009088905 0.684305465205175
"CLS" 2006 "Summer_w_average" 0.548220384530697 0.68923550815422 0.401995925907775 -0.141015123623523 -0.350787444686377
"CLS" 2007 "Summer_w_average" 0.847627012321443 0.68923550815422 0.401995925907775 0.158391504167223 0.394012709978461
"CLS" 2008 "Summer_w_average" 0.242487667127441 0.68923550815422 0.401995925907775 -0.446747841026779 -1.11132430016037
"CLS" 2009 "Summer_w_average" 0.270851361246057 0.68923550815422 0.401995925907775 -0.418384146908163 -1.04076713206329
"CLS" 2010 "Summer_w_average" 1.06022346922266 0.68923550815422 0.401995925907775 0.37098796106844 0.922864977376789
"CLS" 2011 "Summer_w_average" 0.593516996141287 0.68923550815422 0.401995925907775 -0.0957185120129327 -0.2381081643969
"CLS" 2012 "Summer_w_average" 1.19287590763732 0.68923550815422 0.401995925907775 0.5036403994831 1.25284951171034
"CLS" 2013 "Summer_w_average" 0.444503793603796 0.68923550815422 0.401995925907775 -0.244731714550424 -0.608791529411095
"CLS" 2014 "Summer_w_average" 0.3696176140303 0.68923550815422 0.401995925907775 -0.31961789412392 -0.795077446126271
"CLS" 2015 "Summer_w_average" 0.495709394667389 0.68923550815422 0.401995925907775 -0.193526113486831 -0.481413121413645
"CLS" 2016 "Summer_w_average" 1.89569038800994 0.68923550815422 0.401995925907775 1.20645487985572 3.0011619573789
"CLS" 2017 "Summer_w_average" 1.34318190816549 0.68923550815422 0.401995925907775 0.65394640001127 1.62674882471644
"CLS" 2018 "Summer_w_average" 0.837004344949913 0.68923550815422 0.401995925907775 0.147768836795693 0.367587896474339
"CLS" 2019 "Summer_w_average" 0.596172386852705 0.68923550815422 0.401995925907775 -0.0930631213015146 -0.231502647922021
"CLS" 2020 "Summer_w_average" 0.731754425723905 0.68923550815422 0.401995925907775 0.0425189175696854 0.105769523593232
"CLS" 2021 "Summer_w_average" 1.15752867795951 0.68923550815422 0.401995925907775 0.46829316980529 1.16492018855118
"CLS" 2022 "Summer_w_average" 1.13155151729936 0.68923550815422 0.401995925907775 0.44231600914514 1.10029973101423
"CLS" 2023 "Summer_w_average" 0.582098079303826 0.68923550815422 0.401995925907775 -0.107137428850394 -0.266513718039453
"CLS" 2024 "Summer_w_average" 0.796091416324262 0.68923550815422 0.401995925907775 0.106855908170042 0.265813410742269
"CLS" 1998 "Fall_w_average" 0.437920246849913 0.607710212631608 0.228315360131062 -0.169789965781695 -0.743664226901899
"CLS" 1999 "Fall_w_average" 0.470516319211212 0.607710212631608 0.228315360131062 -0.137193893420396 -0.600896467682425
"CLS" 2000 "Fall_w_average" 0.417263041192971 0.607710212631608 0.228315360131062 -0.190447171438637 -0.834140862574085
"CLS" 2001 "Fall_w_average" 0.633699377942006 0.607710212631608 0.228315360131062 0.0259891653103984 0.11383012205346
"CLS" 2002 "Fall_w_average" 0.284226909840803 0.607710212631608 0.228315360131062 -0.323483302790805 -1.41682671987164
"CLS" 2003 "Fall_w_average" 0.369311353084758 0.607710212631608 0.228315360131062 -0.23839885954685 -1.04416478773044
"CLS" 2004 "Fall_w_average" 0.453885804862258 0.607710212631608 0.228315360131062 -0.15382440776935 -0.673736570684726
"CLS" 2005 "Fall_w_average" 0.81837966176313 0.607710212631608 0.228315360131062 0.210669449131522 0.92271255429591
"CLS" 2006 "Fall_w_average" 0.761133610479668 0.607710212631608 0.228315360131062 0.15342339784806 0.671980184600763
"CLS" 2007 "Fall_w_average" 0.57467168893082 0.607710212631608 0.228315360131062 -0.0330385237007876 -0.144705654853104
"CLS" 2008 "Fall_w_average" 0.409628381760415 0.607710212631608 0.228315360131062 -0.198081830871193 -0.86757995939251
