bin,value
19359899,0.0279216626659036
19359900,0.0747551014646888
19359901,0.0277835183466474
19359902,0.0270092096179724
19359903,0.0227245753630996
19359904,0.028483578003943
19359905,0.0282932808622718
19359906,0.0277260430157185
19359907,0.0284662051126361
19359908,0.0268225474283099
19359909,0.0268333004787564
19359910,0.0287146465852857
19359911,0.0306716095656157
19359912,0.036952347184221
19359913,0.0422509871423245
19359914,0.0437554628588259
19359915,0.046662725508213
19359916,0.0346382322410742
19359917,0.0334105975925922
19359918,0.0339594222605228
19359919,0.0336338498940071
19359920,0.0341610517352819
19359921,0.0332271102815866
19359922,0.0342411591360966
19359923,0.0365398706247409
19359924,0.033956083158652
19359925,0.0325360341618458
19359926,0.0318313091993332
19359927,0.0309386985997359
19359928,0.0318573067585627
19359929,0.0327580956121286
19359930,0.03320736810565
19359931,0.0327760272969802
19359932,0.0322047118097544
19359933,0.0325283911079168
19359934,0.0334459058940411
19359935,0.03341930732131
19359936,0.0336072035133839
19359937,0.0340114776045084
19359938,0.033127773553133
19359939,0.0328547097742558
19359940,0.0332869123667479
19359941,0.030096348375082
19359942,0.0306706161548694
19359943,0.030356802046299
19359944,0.0308834717919429
19359945,0.0343690607696772
19359946,0.0337875951081514
19359947,0.0337025281041861
19359948,0.0283356929818789
19359949,0.0299458503723145
19359950,0.0292234575996796
19359951,0.0275549696137508
19359952,0.027472931270798
19359953,0.0288416109979153
19359954,0.0291481396804253
19359955,0.0285631374766429
19359956,0.0283367882172267
19359957,0.0293912906199694
19359958,0.0316500561311841
19359959,0.034207328222692
19359960,0.0319071440026164
19359961,0.0326438415795565
19359962,0.0316506838425994
19359963,0.0316704288125038
19359964,0.0386999870340029
19359965,0.0372132286429405
19359966,0.0327794030308723
19359967,0.0327088665217161
19359968,0.0372835037608941
19359969,0.0311424303799868
19359970,0.0341169163584709
19359971,0.0348263131454587
19359972,0.0382716068997979
19359973,0.0368236834183335
19359974,0.0396100698659817
19359975,0.0392133481800556
19359976,0.0398108065128326
19359977,0.0405524931848049
19359978,0.0415035771826903
19359979,0.0422179189821084
19359980,0.0406557247042656
19359981,0.0405444477995237
19359982,0.0400250144302845
19359983,0.0401093649367491
19359984,0.0389924459159374
19359985,0.0390452022353808
19359986,0.0366035712261995
19359987,0.0362591141213973
19359988,0.0371317857255538
19359989,0.0396478486557802
19359990,0.0417038761079311
19359991,0.0428559705615044
19359992,0.0437377467751503
19359993,0.0383887123316526
19359994,0.0410345867276192
19359995,0.040254432708025
19359996,0.0372286476194859
19359997,0.0374391004443169
19359998,0.0315010026097298
19359999,0.0518299601972103
19360001,0.0543535239994526
19360002,0.0500122476369143
19360003,0.0522260721772909
19360004,0.0464609488844872
19360005,0.0417683478444815
19360006,0.0407079495489597
19360008,0.0473789796233177
19360009,0.0511997677385807
19360010,0.0557151660323143
19360011,0.0586730223149061
19360012,0.0521470755338669
19360013,0.0579257514327765
19360014,0.0625788122415543
19360015,0.0616629384458065
19360016,0.0627125762403011
19360017,0.0656901299953461
19360018,0.0691082067787647
19360019,0.0738336220383644
19360020,0.0685611627995968
19360021,0.0699963122606278
19360022,0.0669683162122965
19360023,0.0632016342133284
19360024,0.0615263786166906
19360025,0.0796849851806959
19360026,0.0820763446390629
19360027,0.080164423212409
19360028,0.0748644794027011
19360029,0.0748332912723223
19360030,0.0728775014479955
19360031,0.0696604611972968
19360032,0.0678377176324527
19360033,0.0675936229526997
19360034,0.0514372264345487
19360035,0.0531038679182529
19360036,0.0572819722195466
19360037,0.0581033937633038
19360038,0.0608164270718893
19360039,0.0610043307145437
19360040,0.0576537313560645
19360041,0.0589696442087491
19360042,0.0610270661612352
19360043,0.0639681244889895
19360044,0.068646149088939
19360045,0.0704921061793963
19360046,0.0601715805629889
19360047,0.0581261503199736
19360048,0.068395122885704
19360049,0.0625575557351112
19360050,0.071123128135999
19360051,0.0786341205239296
19360052,0.0980085879564285
19360053,0.108182404190302
19360054,0.0764097273349762
19360055,0.119625128805637
19360056,0.100423857569695
19360057,0.0889456197619438
19360058,0.0737057700753212
19360059,0.0703821256756783
19360060,0.0675397217273712
19360061,0.0760916471481323
19360062,0.0830788239836693
19360063,0.0980441942811012
19360064,0.109163425862789
19360065,0.0827555730938911
19360066,0.0625121518969536
19360067,0.0710779130458832
19360068,0.081566259264946
19360069,0.0855678021907806
19360070,0.0912682637572289
19360071,0.0875890552997589
19360072,0.0770641416311264
19360073,0.120598956942558
19360074,0.160445392131805
19360075,0.100455798208714
19360076,0.0852571576833725
19360077,0.133001253008842
19360078,0.184398412704468
19360079,0.0662122443318367
19360080,0.0461148507893086
19360081,0.0465548224747181
19360082,0.0481086671352387
19360083,0.0494890213012695
19360084,0.061878465116024
19360085,0.0511589646339417
19360090,0.0535673946142197
19360092,0.153257384896278
19360095,0.0661440789699554
19360101,0.0368220657110214
19360102,0.044267151504755
19360110,0.0563794113695622
19360111,0.059554997831583
19360112,0.0690702944993973
19360113,0.0652203261852264
19360114,0.0611137710511684
19360115,0.0548110138624907
19360116,0.0587630961090326
19360117,0.0582878943532705
19360118,0.0687981843948364
19360119,0.0644982419908047
19360120,0.0692723672837019
19360121,0.0734959468245506
19360122,0.0551504530012608
19360123,0.0649039000272751
19360124,0.0551754832267761
19360125,0.0563115179538727
19360126,0.0689832717180252
19360127,0.0726927444338799
19360128,0.0785295218229294
19360129,0.0647502820938826
19360130,0.0701787347594897
19360131,0.0711469153563182
19360132,0.0650783988336722
19360133,0.0699190720915794
19360134,0.0669960603117943
19360135,0.0630837380886078
19360136,0.0600758716464043
19360137,0.0531744733452797
19360229,0.163891285657883
19366367,9.96414566040039
19366368,7.40460634231567
19366369,6.01433348655701
19366370,4.7716372013092
19366371,4.06652843952179
19366372,4.42740853627523
19366373,4.25876601537069
19366374,4.33486747741699
19366375,3.96858127911886
19366376,3.19856222470601
19366377,2.27259214719137
19366378,1.63825599352519
19366379,1.1925006210804
19366380,1.1687825024128
19366381,0.761152118444443
19366382,0.583590626716614
19366383,0.618349552154541
19366384,0.624856501817703
19366385,0.592712312936783
19366386,0.613764420151711
19366387,0.676662782828013
19366388,0.684688369433085
19366389,0.690109233061473
19366390,0.649722412228584
19366391,0.621103808283806
19366392,0.583435356616974
19366393,0.68012373149395
19366394,0.444894641637802
19366395,0.286712378263474
19366396,0.397295080125332
19366397,0.341232478618622
19366398,0.350532467166583
19366399,0.236086644232273
19366400,0.222374722361565
19366401,0.182547636330128
19366402,0.119350299239159
19366403,0.138197546203931
19366404,0.141166903078556
19366405,0.145868966976802
19366406,0.156493939459324
19366407,0.211734473705292
19366408,0.227935548871756
19366409,0.224780340989431
19366410,0.235148176550865
19366411,0.242520441611608
19366412,0.222068034112453
19366413,0.214814536273479
19366414,0.236408598721027
19366415,0.204826317727566
19366416,0.133314393460751
19366417,0.142371706664562
19366418,0.278883159160614
19366419,0.286018043756485
19366420,0.259980216622353
19366421,0.262667492032051
19366422,0.250738926231861
19366423,0.227239638566971
19366424,0.222752518951893
19366425,0.243911303579807
19366426,0.259937182068825
19366427,0.254375368356705
19366428,0.297240138053894
19366429,0.318752080202103
19366430,0.331068694591522
19366435,0.282260864973068
19366439,0.174450471997261
19366440,0.186740636825562
19366441,0.20032624900341
19366442,0.227876089513302
19366443,0.221307039260864
19366444,0.19724253565073
19366445,0.162538759410381
19366446,0.153447158634663
19366447,0.145401827991009
19366448,0.125665571540594
19366449,0.0839095041155815
19366450,0.0521162822842598
19366451,0.0509737059473991
19366452,0.0539182778447866
19366453,0.0432927757501602
19366454,0.036551907658577
19366455,0.0390605349093676
19366456,0.038311256095767
19366457,0.0399433262646198
19366458,0.0420155804604292
19366459,0.0455939080566168
19366460,0.048007182776928
19366461,0.0676341243088245
19366462,0.0687784850597382
19366463,0.064141558483243
19366464,0.071835083886981
19366465,0.112572615966201
19366466,0.154918380081654
19366467,0.122199581936002
19366468,0.0393773056566715
19366469,0.0427742972970009
19366470,0.0458697117865086
19366471,0.0802702456712723
19366472,0.245903074741364
19366473,0.100614279508591
19366474,0.0995380356907845
19366475,0.136628851294518
19366476,0.158018618822098
19366477,0.169780090451241
19366478,0.166713386774063
19366479,0.123116977512836
19366480,0.162238650023937
19366481,0.233203426003456
19366482,0.49904191493988
19366483,0.487660080194473
19366484,0.366460591554642
19366485,0.334040135145187
19366486,0.337850727140903
19366487,0.384066879749298
19366488,0.309064492583275
19366489,0.272792734205723
19366490,0.356268852949142
19366491,0.594880193471909
19366492,0.799604952335358
19366493,0.544166684150696
19366494,0.766801714897156
19366495,0.94406732916832
19366496,0.807764708995819
19366497,1.01213347911835
19366498,0.944212317466736
19366499,0.997058510780334
19366500,0.874810695648193
19366501,0.829847812652588
19366502,0.509503245353699
19366503,0.43459278345108
19366504,0.827271938323975
19366505,0.585853755474091
19366506,0.435829490423203
19366507,0.491912841796875
19366508,0.645614922046661
19366509,0.542374849319458
19366510,0.558636128902435
19366511,0.480180412530899
19366512,0.45258504152298
19366513,0.328121870756149
19366514,0.250576168298721
19366515,0.260082870721817
19366516,0.233566522598267
19366517,0.261160254478455
19366518,0.338520288467407
19366519,0.373716413974762
19366520,0.378055781126022
19366521,0.37088605761528
19366522,0.342602133750916
19366523,0.36115175485611
19366524,0.451077997684479
19366525,0.556654453277588
19366526,0.61385440826416
19366527,0.66618949174881
19366528,0.701476812362671
19366529,0.677285134792328
19366530,0.626327633857727
19366531,0.589061200618744
19366532,0.589134037494659
19366533,0.544046342372894
19366534,0.552232146263123
19366535,0.500663459300995
19366536,0.571351289749146
19366537,0.557468831539154
19366538,0.562221765518189
19366539,0.530039966106415
19366540,0.491124778985977
19366541,0.51153689622879
19366542,0.438835203647614
19366543,0.440490752458572
19366544,0.313336133956909
19366545,0.154230684041977
19366546,0.187741562724113
19366547,0.153408825397491
19366548,0.100282326340675
19366549,0.106428436934948
19366550,0.108611308038235
19366551,0.122833147644997
19366552,0.136865675449371
19366553,0.140831515192986
19366554,0.0958240404725075
19366555,0.0803946703672409
19366556,0.210693579167128
19366557,0.187593337148428
19366558,0.147028170526028
19366559,0.147134877741337
19366560,0.153775028884411
19366561,0.195427693426609
19366562,0.160088606178761
19366563,0.181367091834545
19366564,0.147779956459999
19366565,0.135322692493598
19366566,0.138691047827403
19366567,0.137034513056278
19366568,0.163772510364652
19366569,0.152502493932843
19366570,0.160308672115207
19366571,0.14033163835605
19366572,0.131286089619001
19366573,0.140616794427236
19366574,0.174135530988375
19366575,0.211893185973167
19366576,0.179054781794548
19366577,0.170002479106188
19366578,0.157628946006298
19366579,0.122998190422853
19366580,0.157188683748245
19366581,0.169054699440797
19366582,0.137799978256226
19366583,0.125377741952737
19366584,0.1370814088732
19366585,0.147000554949045
19366586,0.140714128812154
19366587,0.125236552208662
19366588,0.0995920524001122
19366589,0.084720429033041
19366590,0.0942125283181667
19366591,0.117443483322859
19366592,0.137939652428031
19366593,0.12055254355073
19366594,0.119815840385854
19366595,0.143041558563709
19366596,0.128850011155009
19366597,0.0579465050250292
19366598,0.0348034035414457
19366599,0.0366962533444166
19366600,0.0310682570561767
19366601,0.0253982059657574
19366602,0.0230552495146791
19366603,0.0236005677531163
19366604,0.0258721504360437
19366605,0.0286739626899362
19366606,0.0277335774153471
19366607,0.0332348113879561
19366608,0.0300902724266052
19366609,0.0321899745613337
19366610,0.0288761779665947
19366611,0.0291078258305788
19366612,0.0354404784739018
19366613,0.026079248636961
19366614,0.0320700090378523
19366615,0.02448068279773
19366616,0.0272743394598365
19366617,0.0330291880915562
19366618,0.0331568165371815
19366619,0.0288754180073738
19366620,0.0278196213766933
19366621,0.0299010295420885
19366622,0.0309884399175644
19366623,0.0313584245741367
19366624,0.0413968712091446
19366625,0.041648273045818
19366626,0.0418831799179316
19366627,0.042012071236968
19366628,0.0338142172743877
19366629,0.0340453659494718
19366630,0.033529386545221
19366631,0.0333096118022998
19366632,0.0324908426652352
19366633,0.0324121850232283
19366634,0.0328523429731528
19366635,0.036145132035017
19366636,0.0335826240479946
19366637,0.032537010187904
19366638,0.0321798287332058
19366639,0.0320351142436266
19366640,0.0323063395917416
19366641,0.0321052437648177
19366642,0.031668215058744
19366643,0.0316594867035747
19366644,0.0313655659556389
19366645,0.0328110251575708
19366646,0.0319700706750155
19366647,0.0320333139970899
19366648,0.0314189977943897
19366649,0.0313847120851278
19366650,0.0317517053335905
19366651,0.0277182956536611
19366652,0.0274667224536339
19366653,0.0280349211146434
19366654,0.0282236263155937
19366655,0.0315427128225565
19366656,0.031197190284729
19366657,0.0315286265686154
19366658,0.0305137345567346
19366659,0.0308760488405824
19366660,0.0306434957310557
19366661,0.0305374953895807
19366662,0.0310144200921059
19366663,0.0319970827549696
19366664,0.0301731843501329
19366665,0.029369305819273
19366666,0.0283776937673489
19366667,0.0264406707137823
19366668,0.0277288183569908
19366669,0.0309546636417508
19366670,0.0312358820810914
19366671,0.0320045175030828
19366672,0.0324035948142409
19366673,0.0336429094895721
19366674,0.0318127227947116
19366675,0.0417715304841598
19366676,0.0359004350999991
19366677,0.0340685220435262
19366678,0.0336924893781543
19366679,0.0461724624037743
19366680,0.0387009711315235
19366681,0.0318681374192238
19366682,0.033326773904264
19366683,0.0344948526471853
19366684,0.0388254349430402
19366685,0.0417904574424028
19366686,0.0368388320008914
19366687,0.0382382658620675
19366688,0.0370197612792254
19366689,0.0379716902971268
19366690,0.0373983693619569
19366691,0.038724477092425
19366692,0.0395198749999205
19366693,0.0399848930537701
19366694,0.0411306147774061
19366695,0.042760477711757
19366696,0.0413538093368212
19366697,0.0401979312300682
19366698,0.0384935451050599
19366699,0.0377572365105152
19366700,0.0386535786092281
19366701,0.0417708034316699
19366702,0.0417537639538447
19366703,0.0445502139627934
19366704,0.0416080591579278
19366705,0.039469987154007
19366706,0.0399499163031578
19366707,0.0414426438510418
19366708,0.0397554598748684
19366709,0.0368147566914558
19366710,0.0444607920944691
19366711,0.0663113817572594
19366712,0.0561969913542271
19366713,0.0514479167759419
19366714,0.0437431745231152
19366715,0.0509934108704329
19366716,0.0495599191635847
19366717,0.0483853984624147
19366718,0.043636679649353
19366719,0.0536461230367422
19366720,0.0499639380723238
19366721,0.062503794208169
19366722,0.0615023113787174
19366723,0.0608186088502407
19366724,0.0541422963142395
19366725,0.0538731347769499
19366726,0.0604974739253521
19366727,0.0595378298312426
19366728,0.0614991318434477
19366729,0.0638471487909555
19366730,0.064659595489502
19366731,0.067444734275341
19366732,0.064766613766551
19366733,0.065853314474225
19366734,0.0621730778366327
19366735,0.0619614850729704
19366736,0.0652224812656641
19366737,0.0649645738303661
19366738,0.0692149996757507
19366739,0.0677979389826457
19366740,0.0655214960376422
19366741,0.0684753184517225
19366742,0.0747987230618795
19366743,0.0746917488674323
19366744,0.0699875379602114
19366745,0.063788864761591
19366746,0.0545725896954536
19366747,0.0547093773881594
19366748,0.0552517833809058
19366749,0.0571127906441689
19366750,0.0560029459496339
19366751,0.0574691717823347
19366752,0.0568138994276524
19366753,0.0600232196350892
19366754,0.0623395244280497
19366755,0.0688731148838997
19366756,0.0614984314888716
19366757,0.0612221006304026
19366758,0.0525656988223394
19366759,0.0516001159946124
19366760,0.0553368789454301
19366761,0.0536687355488539
19366762,0.0598595390717189
19366763,0.0754280736049016
19366764,0.0745867441097895
19366765,0.113036155700684
19366766,0.097202755510807
19366767,0.104625545442104
19366768,0.125113740563393
19366769,0.111439786851406
19366770,0.0924077779054642
19366771,0.0990687906742096
19366772,0.105592139065266
19366773,0.110827341675758
19366774,0.116065166890621
19366775,0.101907275617123
19366776,0.0743160620331764
19366777,0.0634643137454987
19366778,0.0725991353392601
19366779,0.0850276648998261
19366780,0.0908312648534775
19366781,0.0896056666970253
19366782,0.0923305749893188
19366783,0.0778805539011955
19366784,0.0925997197628021
19366785,0.141897603869438
19366786,0.137437000870705
19366787,0.079994224011898
19366788,0.089515820145607
19366789,0.144147112965584
19366790,0.123170249164104
19366791,0.0517399124801159
19366792,0.045241579413414
19366793,0.0473703742027283
19366794,0.0527506433427334
19366795,0.0491658933460712
19366796,0.0502236746251583
19366799,0.0505266599357128
19366801,0.0633248090744019
19366802,0.0648417845368385
19366823,0.0537825673818588
19366824,0.0658911466598511
19366825,0.0758145600557327
19366826,0.0596123412251473
19366827,0.0555023960769177
19366828,0.0514811165630817
19366829,0.0577657520771027
19366830,0.0606288649141789
19366831,0.0558840781450272
19366832,0.0566004849970341
19366834,0.0672463588416576
19366835,0.0674563497304916
19366836,0.0763347614556551
19366837,0.0592721216380596
19366838,0.059838455170393
19366839,0.060610830783844
19366840,0.0661048963665962
19366841,0.0621213528017203
19366842,0.070746660232544
19366843,0.0789818279445171
19366844,0.0661521293222904
19366845,0.0682902472714583
19366846,0.0710538029670715
19366847,0.0694656757016977
19366848,0.0616997815668583
19366849,0.0789772421121597
19366850,0.0495317131280899
19366855,0.0388899818062782
19366856,0.053358793258667
19366857,0.0666287466883659
19366940,0.147965162992477
19373074,12.422854423523
19373075,10.3465600013733
19373076,7.68617749214172
19373077,6.36819338798523
19373078,5.42723417282105
19373079,4.33700895309448
19373080,4.77530479431152
19373081,4.69157401720683
19373082,4.59457612037659
19373083,3.94803543885549
19373084,2.84787754217784
19373085,2.09480611483256
19373086,2.03519407908122
19373087,1.75150666634242
19373088,1.20024329423904
19373089,0.80176305770874
19373090,0.663782179355621
19373091,0.699577808380127
19373092,0.637311637401581
19373093,0.638901174068451
19373094,0.650211423635483
19373095,0.665069103240967
19373096,0.639750679334005
19373097,0.636479715506236
19373098,0.641875892877579
19373099,0.599384129047394
19373100,0.673148373762767
19373101,0.67622771859169
19373102,0.474080801010132
19373103,0.28282418847084
19373104,0.56753134727478
19373105,0.455404674013456
19373106,0.436359236637751
19373107,0.284149318933487
19373108,0.259452377756437
19373109,0.219511047005653
19373110,0.164088767021894
19373111,0.162516583998998
19373112,0.149508733302355
19373113,0.146477647125721
19373114,0.141104351729155
19373115,0.163270223885775
19373116,0.260788947343826
19373117,0.202523905783892
19373118,0.244177023569743
19373119,0.276293262839317
19373120,0.263185165822506
19373121,0.310021072626114
19373122,0.221188430984815
19373123,0.189143689970175
19373124,0.136015247553587
19373125,0.147507607936859
19373126,0.29973478615284
19373127,0.285869799554348
19373128,0.312409400939941
19373129,0.252483457326889
19373130,0.219134643673897
19373131,0.174403011798859
19373132,0.227735601365566
19373133,0.271704353392124
19373134,0.270547337830067
19373135,0.230377450585365
19373136,0.223400965332985
19373137,0.23809926211834
19373138,0.271249055862427
19373139,0.271581023931503
19373145,0.360187321901321
19373146,0.136042900383472
19373147,0.157864138484001
19373148,0.175433918833733
19373149,0.180760435760021
19373150,0.216444760560989
19373151,0.243571005761623
19373152,0.222038045525551
19373153,0.212216503918171
19373154,0.224447056651115
19373155,0.25672572106123
19373156,0.240126386284828
19373157,0.152710929512978
19373158,0.0853303391486406
19373159,0.0512633323669434
19373160,0.0477786362171173
19373161,0.0471133906394243
19373162,0.0453363191336393
19373163,0.0446985848248005
19373164,0.0438844375312328
19373165,0.0440224278718233
19373166,0.0444844570010901
19373167,0.0523504558950663
19373168,0.102108705788851
19373169,0.0873624682426453
19373170,0.0674303509294987
19373171,0.0716999284923077
19373172,0.0894834753125906
19373173,0.178668700158596
19373174,0.123979549854994
19373175,0.112924169749022
19373176,0.0424758233129978
19373177,0.044291902333498
19373178,0.0663265585899353
19373179,0.148645866662264
19373180,0.309425055980682
19373181,0.104786813259125
19373182,0.110654667019844
19373183,0.135400176048279
19373184,0.163164913654327
19373185,0.142357334494591
19373186,0.145335927605629
19373187,0.144177220761776
19373188,0.158889256417751
19373189,0.260809294879437
19373190,0.357500977814198
19373191,0.348162651062012
19373192,0.396061509847641
19373193,0.360460959374905
19373194,0.403505474328995
19373195,0.337408162653446
19373196,0.24959397315979
19373197,0.268520914018154
19373198,0.380085803568363
19373199,0.610630512237549
19373200,0.626309156417847
19373201,0.585351586341858
19373202,0.737871646881104
19373203,0.881871253252029
19373204,1.00098130106926
19373205,1.00349086523056
19373206,0.964495807886124
19373207,0.863282918930054
19373208,0.805102050304413
19373209,0.855876266956329
19373210,0.583989322185516
19373211,0.620177626609802
19373212,0.583806335926056
19373213,0.386730164289475
19373214,0.408105760812759
19373215,0.561604797840118
19373216,0.526664137840271
19373217,0.509334027767181
19373218,0.485318958759308
19373219,0.39040333032608
19373220,0.274204760789871
19373221,0.153114423155785
19373222,0.155730903148651
19373223,0.225201591849327
19373224,0.3506860435009
19373225,0.450521051883698
19373226,0.545913457870483
19373227,0.53058934211731
19373228,0.514657914638519
19373229,0.48689192533493
19373230,0.470949202775955
19373231,0.471421629190445
19373232,0.532868921756744
19373233,0.553060531616211
19373234,0.584794580936432
19373235,0.577820420265198
19373236,0.597818553447723
19373237,0.66509336233139
19373238,0.70023775100708
19373239,0.737153053283691
19373240,0.659996271133423
19373241,0.660177886486054
19373242,0.662033319473267
19373243,0.66295599937439
19373244,0.667906701564789
19373245,0.71311229467392
19373246,0.590872824192047
19373247,0.440336436033249
19373248,0.345742762088776
19373249,0.303815603256226
19373250,0.343052893877029
19373251,0.261233925819397
19373252,0.130706802010536
19373253,0.0895167291164398
19373254,0.0840714946389198
19373255,0.0789990797638893
19373256,0.0736876428127289
19373257,0.0776518881320953
19373258,0.0833386331796646
19373259,0.088556669652462
19373260,0.101009257137775
19373261,0.099617674946785
19373262,0.119177050888538
19373263,0.151668451726437
19373264,0.183357074856758
19373265,0.176600515842438
19373266,0.223469525575638
19373267,0.231040880084038
19373268,0.23673353344202
19373269,0.184585943818092
19373270,0.138998235265414
19373271,0.156580994526545
19373272,0.162722110748291
19373273,0.170918919146061
19373274,0.148236545423667
19373275,0.155455185100436
19373276,0.150843983516097
19373277,0.146526573225856
19373278,0.152631536126137
19373279,0.152537832657496
19373280,0.157172352075577
19373281,0.152278830607732
19373282,0.155151044329007
19373283,0.215610757470131
19373284,0.171764262020588
19373285,0.158374011516571
19373286,0.134893141686916
19373287,0.17267063818872
19373288,0.147872544825077
19373289,0.131319545209408
19373290,0.130668092519045
