"polygon" "year" "index" "mean_annual" "mean_climatology" "sd_climatology" "anomaly" "standardized_anomaly"
"CLS" 1997 "temperature" 3.81747469135802 3.83120732855406 0.588823060017068 -0.013732637196036 -0.0233221796640199
"CLS" 1998 "temperature" NA NA NA NA NA
"CLS" 1999 "temperature" NA NA NA NA NA
"CLS" 2000 "temperature" 3.21447513784461 3.83120732855406 0.588823060017068 -0.616732190709449 -1.04739816183757
"CLS" 2001 "temperature" 4.44151582889333 3.83120732855406 0.588823060017068 0.610308500339269 1.03648878887586
"CLS" 2002 "temperature" NA NA NA NA NA
"CLS" 2003 "temperature" NA NA NA NA NA
"CLS" 2004 "temperature" 3.94304967757936 3.83120732855406 0.588823060017068 0.111842349025304 0.189942202708675
"CLS" 2005 "temperature" 4.65120769230769 3.83120732855406 0.588823060017068 0.820000363753632 1.39260912052232
"CLS" 2006 "temperature" 4.31706222222222 3.83120732855406 0.588823060017068 0.485854893668161 0.825128848815938
"CLS" 2007 "temperature" 3.82139791666667 3.83120732855406 0.588823060017068 -0.0098094118873937 -0.0166593541481024
"CLS" 2008 "temperature" 4.19182447916667 3.83120732855406 0.588823060017068 0.360617150612606 0.612437207541011
"CLS" 2009 "temperature" 3.35477126736111 3.83120732855406 0.588823060017068 -0.476436061192949 -0.809132816875648
"CLS" 2010 "temperature" 4.16188141025641 3.83120732855406 0.588823060017068 0.33067408170235 0.561584802220152
"CLS" 2011 "temperature" 3.2486390625 3.83120732855406 0.588823060017068 -0.58256826605406 -0.989377464322089
"CLS" 2012 "temperature" 4.57254695378151 3.83120732855406 0.588823060017068 0.741339625227452 1.25901934819938
"CLS" 2013 "temperature" 3.48502285416667 3.83120732855406 0.588823060017068 -0.346184474387394 -0.58792614945712
"CLS" 2014 "temperature" 3.28845301741909 3.83120732855406 0.588823060017068 -0.542754311134972 -0.921761303165061
"CLS" 2015 "temperature" 3.18884734252297 3.83120732855406 0.588823060017068 -0.642359986031086 -1.09092192485204
"CLS" 2016 "temperature" 3.56418649466804 3.83120732855406 0.588823060017068 -0.267020833886018 -0.45348229717477
"CLS" 2017 "temperature" NA NA NA NA NA
"CLS" 2018 "temperature" 2.94295158179012 3.83120732855406 0.588823060017068 -0.888255746763937 -1.50852744581401
"CLS" 2019 "temperature" 4.74269164627254 3.83120732855406 0.588823060017068 0.911484317718483 1.54797659876307
"CLS" 2020 "temperature" NA NA NA NA NA
"CLS" 2021 "temperature" NA NA NA NA NA
"CLS" 2022 "temperature" 3.18113732810458 3.83120732855406 0.588823060017068 -0.650070000449485 -1.10401586587088
"CLS" 2023 "temperature" 4.38693923076923 3.83120732855406 0.588823060017068 0.555731902215171 0.943801185706045
"CLS" 2024 "temperature" 3.98741653439153 3.83120732855406 0.588823060017068 0.156209205837474 0.265290571046837
"GS" 1997 "temperature" 1.81019285714286 2.24105975483733 0.991015455972214 -0.43086689769447 -0.434773136077658
"GS" 1998 "temperature" NA NA NA NA NA
"GS" 1999 "temperature" NA NA NA NA NA
"GS" 2000 "temperature" 1.5230375 2.24105975483733 0.991015455972214 -0.718022254837327 -0.724531843081021
"GS" 2001 "temperature" 2.6675768974359 2.24105975483733 0.991015455972214 0.42651714259857 0.430383946111259
"GS" 2002 "temperature" NA NA NA NA NA
"GS" 2003 "temperature" NA NA NA NA NA
"GS" 2004 "temperature" 2.88897325396825 2.24105975483733 0.991015455972214 0.647913499130927 0.653787481543671
"GS" 2005 "temperature" 3.41884 2.24105975483733 0.991015455972214 1.17778024516267 1.18845799837424
"GS" 2006 "temperature" 3.3169904478458 2.24105975483733 0.991015455972214 1.07593069300848 1.08568507839563
"GS" 2007 "temperature" 3.31745 2.24105975483733 0.991015455972214 1.07639024516267 1.08614879684869
"GS" 2008 "temperature" 4.13007555555556 2.24105975483733 0.991015455972214 1.88901580071823 1.90614161397216
"GS" 2009 "temperature" 1.5154325 2.24105975483733 0.991015455972214 -0.725627254837327 -0.732205789994936
"GS" 2010 "temperature" 2.85684083333333 2.24105975483733 0.991015455972214 0.615781078496006 0.621363748451236
"GS" 2011 "temperature" 0.830895158730159 2.24105975483733 0.991015455972214 -1.41016459610717 -1.42294914535289
"GS" 2012 "temperature" 1.603805 2.24105975483733 0.991015455972214 -0.637254754837327 -0.64303210509685
"GS" 2013 "temperature" 1.48591458333333 2.24105975483733 0.991015455972214 -0.755145171503994 -0.761991316031671
"GS" 2014 "temperature" 0.797640113636364 2.24105975483733 0.991015455972214 -1.44341964120096 -1.45650568061517
"GS" 2015 "temperature" 1.97239282407407 2.24105975483733 0.991015455972214 -0.268666930763253 -0.271102664589306
"GS" 2016 "temperature" 2.25668638888889 2.24105975483733 0.991015455972214 0.0156266340515616 0.0157683050828218
"GS" 2017 "temperature" NA NA NA NA NA
"GS" 2018 "temperature" 1.11313513257576 2.24105975483733 0.991015455972214 -1.12792462226157 -1.13815038450136
"GS" 2019 "temperature" 2.40232964285714 2.24105975483733 0.991015455972214 0.161269888019816 0.162731960483508
"GS" 2020 "temperature" NA NA NA NA NA
"GS" 2021 "temperature" NA NA NA NA NA
"GS" 2022 "temperature" 1.65998722455649 2.24105975483733 0.991015455972214 -0.581072530280838 -0.58634053261136
"GS" 2023 "temperature" 2.05654722222222 2.24105975483733 0.991015455972214 -0.184512532615105 -0.186185322845538
"GS" 2024 "temperature" 2.0217575 2.24105975483733 0.991015455972214 -0.219302254837327 -0.221290448615845
"LAS" 1997 "temperature" 0.54205625 0.811940222901861 0.778974536197187 -0.269883972901861 -0.346460584218048
"LAS" 1998 "temperature" NA NA NA NA NA
